authorId,authorProfile,author,dateCreated,text
100001980786755,https://www.facebook.com/mahmoud.barakat.5074,Mahmoud Barakat,2022-11-10T14:45:56.000Z,"لو كانت شروط التعاقد مع الموظفات تشترط على رب العمل التنازل عن ربع او نصف مايملك عند رغبة الموظفة بالاستقالة أو ترك العمل كما هو في (الزواج ) المعاصر لما وجدت موظفة واحدة ولوجدت كل الموظفين من الذكور.
هذا السيستم النسوي  موضوع لهدف واحد ووحيد هو تدمير مفهوم الأسرة وإجبار الرجال على العزوف عن الزواج واعبائه المصطنعة والاكتفاء بالعلاقات العابرة دون التزام والتأثير في بنية المجتمع وعلاقاته الإنسانية وصولا للفردية والأنانية للاسف."
100080592733413,https://www.facebook.com/REDPILLlifestyle,Red pill lifestyle,2022-11-09T20:02:16.000Z,"الأمور تزداد سوءا مع الوقت .و المتضرر الدي يعتقد انه المستفيد هو النساء ...
الرجل لأن يملك سلاح .تتمنى اي نسوية ان يكون لديها .و هو انه هو الدي يختار .هل يفوز او يخسر ."
100009328218126,https://www.facebook.com/people/Ayman-Abu-Ghazy/100009328218126/,Ayman Abu Ghazy,2022-11-09T19:59:56.000Z,القناعة هنا تكون بعد فوات الأوان كأغلب الأحيان..
666420391,,Yacoub Sabatin,2022-11-10T21:44:44.000Z,EXACTLY!
100001291950073,,Abi Lions,2022-11-10T08:44:33.000Z,والرجال يقولون بيننا وبينكم الجنائز 😂 ، الكثير من النسويات الان مشغولين بالمظهر والرأسمالية  وهذا المحور ينزلق فيه كثير من يسمون ذكوراً وليس رجالاً  ، فنسأل الله أن يجنبنا الفتن ما ظهر منها وما بطن ، وأن يتوفانا وهو راض علينا  ، 👍🏻
100025540386512,,Ibrahem Salem Aljald,2022-11-09T19:58:25.000Z,أصبت
100046428083273,https://www.facebook.com/people/%D9%85%D8%AD%D9%85%D9%88%D8%AF-%D9%85%D8%AD%D9%85%D8%AF/100046428083273/,محمود محمد,2022-11-10T13:53:57.000Z,كلامك صحيح
100010103951800,https://www.facebook.com/moustafa.alhyane,Moustafa Alhyane,2022-11-09T20:41:07.000Z,كلام جميل واصل
100068146816116,https://www.facebook.com/RedPill8,Red Pill Arabic,2022-10-15T19:08:31.000Z,https://t.me/TheMasculinity
100025218410387,https://www.facebook.com/mourad.amrani.58323,Mourad Amar,2022-10-16T20:51:28.000Z,سوف تصبح رجل حين تعرف انك يجب ان تواجه المشاكل و تنتصر فيها ، مشاكل في البيت ، مشاكل مع الجيران و الشارع ، مشاكل في العمل او في الدراسة ، انت خلقت وسط المشاكل و خلقت لمواجهتها فكن رجلا قوي و انتصر .
100063653963193,,غريب الديار,2022-10-15T19:11:20.000Z,"المرأة تولد مع قيمتها، وستجد هناك دوما رجلا مستعدا للزواج بها وإعالتها مدى الحياة.

من يبالي بالرجل الفاشل؟
لا أحد."
100082033669400,,Bar Lieon,2022-10-15T19:14:30.000Z,"الرجال بحاجة لمثل هذا الخطاب القاسي غير المريح الذي يوقظهم من الأوهام ويدفعهم لاتخاذ إجراءات والتفكير بشكل جدي في حياتهم.

مفعول الحبة الحمراء يحتاجه كل رجل."
100028649137402,,Hamidouche Abdenour,2022-10-15T20:10:16.000Z,إن كانت الحقيقة تجرح فالخطاء في الحقيقة و هذه هي الحقيقة اللا مفر منها
100007872240997,https://www.facebook.com/omar.maswadeh.33,عمر مسودة,2022-10-15T19:20:32.000Z,"من فضل الله، لم أتأخر كثيراً في تعلم هذا

لكنني مع ذلك تأخرت كفاية لأعيش سنوات بأوهام هوليوودية سخيفة، تبقى بعض آثارها معي إلى اليوم"
100031829564518,https://www.facebook.com/tarik.kindi.5,طارق الكندي,2022-10-15T20:38:52.000Z,الرجل ،الجلد الصبور المؤمن لا يخضع الا لله،
100038493074236,,Mohammed Kh,2022-10-17T02:33:09.000Z,لهذا الريدبيل يطبق الأسلام الحقيقي بعيدا عن هراء البلوبيل
100004022735521,,محمود عبدالله,2022-10-15T23:17:24.000Z,لا بصنع الرجل حياة إلا عندما تصنع الحياة منه رجلا
100025218410387,https://www.facebook.com/mourad.amrani.58323,Mourad Amar,2022-10-16T20:52:17.000Z,لا احد سوف ينقذك الا انت .
100068146816116,https://www.facebook.com/RedPill8,Red Pill Arabic,2022-10-31T19:31:54.000Z,"تابعوا قناة ""الذكورية"" على تلجرام:
https://t.me/TheMasculinity"
100026755181242,,عبد الصمد سامي,2022-10-31T20:09:34.000Z,الزمن و التجاعيد كفيل بالقضاء على كل نسوية، ما على الرجال الا الاستغناء عن الزواج فقط لمدة خمس سنوات... ستبور فئة منهن و الاخيرات سيتعضن
100023062249797,https://www.facebook.com/almuez.terama,Almuez Terama,2022-10-31T19:31:49.000Z,الفيمنيزم فكرة ميته حتي في دول الغرب بداءت النساء في الإيمان بالاسرة والتراجع عن التمرد فارغ المضمون
100073309832686,,بشار الساريسي,2022-10-31T20:58:43.000Z,لا غبار!
100073682712593,https://www.facebook.com/people/Manal-Hamdun/100073682712593/,Manal Hamdun,2022-10-31T19:55:23.000Z,👏👏👏🎩
100083029366796,https://www.facebook.com/Realmenzone,أنا رَجُلٌ سَويّ,2022-11-08T06:06:59.000Z,هم لا يعلمون أن خلف النسوية رجل أراد استغلالهن.
100043107604722,https://www.facebook.com/german.issa.18,Moyad IsSa,2022-11-03T05:44:37.000Z,اخطر نس،،وية هي النس،،وية التي تطالب بحق العمل مع تأييدها لبعض لقيم المجتمع الذكوري  والتي تقول ان هذا العصر يجب ان تعمل المرأة اما هؤلاء الذي ذكرتهن .. ورقتهن محروقة 😁😁
1270775221,https://www.facebook.com/khaleel.alheeh,Khaleel Al Heeh,2022-10-31T20:39:52.000Z,ياخي وينهم النسويات مش لاقيهن😂😂😂
100001210543353,,Youssef Oudra,2022-11-01T11:46:11.000Z,"وما رأيك في
الرجال النسويات."
100001011714118,https://www.facebook.com/reda.alkhayi,Reda Akhayi,2022-11-01T22:54:40.000Z,"الإسلام رحم المرأة فأسقط عنها النفقة فلا تُنفق على ولدها ولا والديها ولا زوجها، و غير مُكلفة بالنفقة على نفسها هي، ويلزم زوجها بالنفقة عليها..

الإسلام رحم المرأة فأوجب لها مهراً كاملاً يدفعه الزوج لمجرد الخلوة بها، أو نصفه بمجرد العقد عليها.

الإسلام رحم المرأة فقال أمك ثم أمك ثم أمك ثم أبوك، تكريماً واعترافاً بحقها.

الإسلام رحم المرأة فأسقط عنها فريضة الحج إذا لم يكن معها محرم يحرسها ويخدمها حتى ترجع.

الإسلام رحم المرأة فجعل لها ميراثاً من زوجها وإخوانها وأولادها ووالديها رغمَ أنها لا تتحمل شيئاً من النفقة.

الإسلام رحم المرأة فحرَّم زواجها بلا وليٍ ولا شهودٍ، حتى لا تُتَّهَمَ في عِرضها ونسب أولادها.

الإسلام رحم المرأة فأوجب على مَنْ قَذَفَها في عِرْضِهَا جَلْدَ ثمانينَ جلدةً، ويُشَهَّر به في المجتمع ولا تُقبلُ شهادته أبداً.

الإسلام رحم المرأة فجعل من يُقتل في سبيلها ليحافظ على عرضه ويدافع عنها جعله شهيداً.

الإسلام رحم المرأة حتى بعد موتها فلا يُغسلها إلا زوجها أو نساء مثلها.

الإسلام رحم المرأة فجعل كفنها أكثر من كفن الرجل فتكفن في خمسة أثواب رعاية لحرمتها.
""سلامًا على من مرّ صدفة فاستغفر فزادني حسنة وزادت حسناته وخفف ذنبي وخففت ذنبه.                                   فرفقا بأنفسكم يا قواريير و لاتسألوا عن أشياء ان تبد لكم تسؤكم و لا تنجرفوا إلى من ينادون بحقوق المرأه و المساواة و تداعيات التحضر و التى أتت بالنديه و التناحر و ما هى الا تلبيس ابليس

 فاستقيموا يرحمكم الله"
100068146816116,https://www.facebook.com/RedPill8,Red Pill Arabic,2022-10-24T19:24:53.000Z,https://t.me/TheMasculinity
100068146816116,https://www.facebook.com/RedPill8,Red Pill Arabic,2022-10-24T19:30:41.000Z,"احترم نفسك.
https://t.me/TheMasculinity"
100076462119222,,Youssef Arthur,2022-10-24T19:50:38.000Z,"سيختار الرجل امرأة مخلصة على المرأة الناجحة..

 ستختار المرأة الرجل الناجح على الرجل المخلص...✅

#قواعدالسطوة 
#روبرت_غرين"
1050811566,,Basil Ghareeb,2022-10-25T13:37:28.000Z,هذه المعادلة القديمة، اما الجديدة فهي كالتالي: النساء يطاردون الناجح حتى يقع فريستهم ومن ثم يثقلوه بالمشاكل فيفشل فيبحثون عن غيره
100006592743052,https://www.facebook.com/hussein.almundhiri.5,Kazimi Al-Attar,2022-10-24T20:55:56.000Z,"ولهذا الرجل الذي تتوفر فيه مواصفات عاليه  يلقب ب""فارس احلامهن"" حسب معاييرهن
لاتطارد النساء ولاتحاول كسب ودهن هنالك في جانب الاخر من حياتك ""في الزاويه الاخرى من حياتك هنالك امور اهم بكثير من النساء"
100004258998269,https://www.facebook.com/mostafakaMAL750057,Mostafa Kamal,2022-10-24T21:49:03.000Z,كلام مظبوط
100009642467262,,Zouhair Bin Mohamed,2022-10-24T19:33:39.000Z,والله مكدبتي إنجح وسيركضون لك ركض الوحوش في البراري
100076849436517,https://www.facebook.com/people/%D8%B1%D9%85%D8%B2%D9%8A-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86/100076849436517/,رمزي عبدالرحمن,2022-10-24T22:50:58.000Z,أحيانا بتقولوا كلام معقول ، مؤخرا بالتحديد.
100011018735787,https://www.facebook.com/people/Firste-Why-Imac/100011018735787/,Firste Why Imac,2022-10-24T19:57:34.000Z,احسنت
100011018735787,https://www.facebook.com/people/Firste-Why-Imac/100011018735787/,Firste Why Imac,2022-10-24T19:57:30.000Z,صحيح
100068146816116,https://www.facebook.com/RedPill8,Red Pill Arabic,2022-10-09T19:25:27.000Z,"تابعوا قناة تلجرام:

Telegram:
https://t.me/TheMasculinity"
100068146816116,https://www.facebook.com/RedPill8,Red Pill Arabic,2022-10-09T19:42:19.000Z,"على اليمين: رجال أوكرانيين ماتوا وهم يدافعون عن بلدهم.

على اليسار: نساء أوكرانيات تركن بلدهن وهربن من الحرب، وفي ملجأهن الجديد يعملن حسابات على تطبيقات المواعدة ويعشن حياتهن بشكل عادي. 

الرجال هم الأضحية البشرية.
الرجال يموتون والنساء يتناسلن.

https://t.me/TheMasculinity"
100052111403763,https://www.facebook.com/ail.anour.3,Ali Anwar,2022-10-10T20:38:01.000Z,الرجال
100054108115145,https://www.facebook.com/people/%D8%A3%D8%A8%D9%88-%D9%82%D8%AF%D9%88%D9%85/100054108115145/,أبو قدوم,2022-10-10T07:22:56.000Z,في هذا الزمن اعانك الله ايها الرجل.  ف انتا تحارب على جميع الجبهات...
100001773086703,https://www.facebook.com/mourad.amer2,Mourad Amer,2022-10-09T20:42:19.000Z,لما كنا اطفال كانوا يعلموننا الاناشيد الوطنية لنحمي الوطن و لما كبرنا عرفنا اننا نحمي النظام الحاكم الفاسد بغطاء الوطنية ، و لما كنا مراهقين كنا نعتقد ان الحب موجود و لما نضجنا عرفنا ان الحب ورقة تستعملها المرأة للحصول على الرجل الاسمى و موارده ، التلاعب كثير لدرجة انك يجب ان تعيش مرتين في هذه الخياة لربما تكتشف نصفه .
